,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
12899,44,2,185267,Bachelors,13,2,10,0,4,1,0,1902,40,39,1
12900,40,4,104397,HS-grad,9,2,12,3,4,0,0,0,30,39,0
12901,41,4,33331,Masters,14,2,4,0,4,1,0,1902,40,39,1
12902,48,4,29128,HS-grad,9,0,8,4,4,0,0,0,20,39,0
12903,57,7,328228,HS-grad,9,2,1,0,4,1,0,0,40,39,1
12904,21,4,227411,Assoc-voc,11,4,12,3,4,0,0,0,40,39,0
12905,27,4,169117,Some-college,10,4,1,4,2,0,0,0,30,39,0
12906,27,4,238267,Some-college,10,4,8,4,4,0,0,0,10,39,0
12907,31,4,118551,HS-grad,9,4,13,1,4,0,0,0,40,39,0
12908,23,4,47541,HS-grad,9,2,7,0,4,1,0,0,50,39,0
12909,45,4,92374,Some-college,10,4,4,1,3,1,13550,0,60,19,1
12910,61,2,224598,HS-grad,9,2,11,0,2,1,0,0,24,0,0
12911,32,4,131568,Some-college,10,2,7,0,4,1,0,0,40,39,0
12912,42,4,183319,HS-grad,9,0,3,1,4,1,0,0,43,39,1
12913,41,4,309932,HS-grad,9,2,3,0,4,1,0,0,50,39,0
12914,60,4,197311,HS-grad,9,0,9,4,4,0,0,0,99,39,0
12915,28,4,292120,Some-college,10,4,1,3,4,0,0,0,42,39,0
12916,49,4,117310,Assoc-acdm,12,2,1,3,4,0,0,0,38,39,0
12917,23,4,308647,Assoc-voc,11,2,13,0,4,1,0,1887,40,39,1
12918,30,4,135785,Bachelors,13,4,10,1,4,0,0,0,40,39,0
12919,28,4,179008,Assoc-voc,11,2,10,0,4,1,0,0,50,39,0
12920,27,7,205188,HS-grad,9,2,11,0,4,1,0,0,60,39,0
12921,26,4,193945,Masters,14,4,4,1,4,1,0,0,60,39,0
12922,40,7,258589,Masters,14,4,3,1,4,1,0,0,80,39,0
12923,30,7,107142,Bachelors,13,2,10,0,4,1,0,0,37,39,1
12924,42,4,23157,Bachelors,13,2,10,0,4,1,0,0,50,39,1
12925,72,6,47203,HS-grad,9,2,5,0,4,1,4931,0,70,39,0
12926,30,4,279923,Some-college,10,4,12,1,2,1,0,0,40,39,0
12927,51,4,192386,Assoc-voc,11,0,3,1,4,1,6849,0,40,39,0
12928,24,4,188569,Masters,14,4,4,3,4,0,4787,0,60,39,1
12929,43,4,68748,HS-grad,9,4,3,2,4,1,0,0,40,39,0
12930,53,4,239155,Some-college,10,2,4,0,4,1,0,0,50,39,1
12931,45,4,165346,Some-college,10,0,4,4,4,0,0,0,64,39,0
12932,21,4,392082,Some-college,10,4,1,3,3,1,0,0,40,39,0
12933,36,4,379522,Bachelors,13,0,10,1,4,1,0,0,40,11,0
12934,34,4,109917,HS-grad,9,0,7,1,4,0,0,0,40,39,0
12935,25,4,109097,11th,7,4,1,1,4,0,0,0,40,39,0
12936,57,7,202765,HS-grad,9,2,3,0,4,1,0,0,40,39,0
12937,46,1,125892,Masters,14,2,4,2,4,1,15024,0,40,39,1
12938,30,4,119411,HS-grad,9,0,5,1,4,1,0,0,40,39,0
12939,31,4,88231,Bachelors,13,4,3,1,4,1,0,0,40,39,0
12940,42,4,188561,Bachelors,13,2,10,0,4,1,0,0,40,39,0
12941,48,4,191681,HS-grad,9,2,3,0,4,1,0,0,40,39,1
12942,42,4,36999,Some-college,10,0,3,1,4,1,3325,0,40,39,0
12943,57,4,161662,HS-grad,9,3,3,1,4,1,4650,0,40,39,0
12944,45,2,111994,Masters,14,2,10,0,4,1,0,0,40,39,1
12945,27,4,247711,Bachelors,13,4,12,1,4,0,0,2258,55,39,0
12946,41,4,271282,11th,7,0,11,1,4,0,0,0,20,39,0
12947,44,4,314739,Some-college,10,2,12,0,4,1,0,0,40,39,1
12948,39,7,195148,Some-college,10,2,12,0,4,1,0,0,40,39,0
12949,18,4,358121,Some-college,10,4,12,3,4,0,0,0,25,39,0
12950,31,4,101266,Assoc-acdm,12,2,3,0,4,1,0,0,40,39,0
12951,24,4,278391,HS-grad,9,4,1,4,4,1,0,0,50,39,0
12952,19,4,206751,Some-college,10,4,1,3,4,1,0,0,30,39,0
12953,54,4,161147,HS-grad,9,4,1,3,4,0,2174,0,40,39,0
12954,47,4,301431,Some-college,10,0,7,4,4,0,0,0,40,39,0
12955,17,4,347000,12th,8,4,5,3,4,1,0,0,12,39,0
12956,39,7,25806,Masters,14,2,10,0,1,1,0,0,48,3,0
12957,24,4,181557,HS-grad,9,4,6,3,2,1,0,0,40,39,0
12958,20,4,20057,Some-college,10,4,11,1,0,0,0,0,40,39,0
12959,25,4,190107,HS-grad,9,2,3,0,4,1,0,0,40,39,1
12960,39,2,30269,Bachelors,13,4,10,1,4,0,0,0,44,39,1
12961,20,4,117767,Some-college,10,4,10,3,4,1,0,0,40,39,0
12962,44,4,406734,Masters,14,2,3,0,2,1,0,0,40,39,0
12963,23,4,236696,Assoc-acdm,12,4,3,3,4,1,0,0,20,20,0
12964,24,4,354691,12th,8,4,3,1,4,1,0,0,40,39,0
12965,53,4,199720,HS-grad,9,2,12,0,4,1,0,0,40,39,1
12966,24,6,31606,Bachelors,13,2,10,2,4,0,0,0,20,39,1
12967,45,1,133973,Some-college,10,0,1,4,4,0,0,0,40,39,0
12968,55,4,323639,Some-college,10,2,14,0,4,1,0,0,74,39,1
12969,21,4,225724,Some-college,10,4,1,3,4,0,0,0,20,39,0
12970,64,6,144391,Masters,14,2,5,0,4,1,0,0,40,39,0
12971,36,4,34173,Bachelors,13,2,7,5,4,0,0,0,20,39,0
12972,55,2,219074,Some-college,10,0,1,1,2,0,0,0,55,39,1
12973,21,4,379525,Some-college,10,4,1,3,4,0,4416,0,24,39,0
12974,17,2,287160,11th,7,4,10,3,4,0,0,0,7,39,0
12975,27,4,130386,Some-college,10,4,8,3,4,0,0,0,40,39,0
12976,25,4,409815,Assoc-voc,11,4,4,1,2,0,0,0,40,39,0
12977,38,4,212143,Some-college,10,2,4,5,4,0,0,0,35,39,1
12978,33,0,33404,HS-grad,9,0,0,4,4,1,0,0,48,39,0
12979,52,4,235567,HS-grad,9,0,1,1,4,0,0,0,40,39,0
12980,22,4,306868,HS-grad,9,4,6,1,4,1,0,0,30,39,0
12981,37,4,353550,Masters,14,2,4,0,4,1,15024,0,60,39,1
12982,37,4,107302,Some-college,10,2,10,0,4,1,15024,0,45,39,1
12983,65,6,169435,Masters,14,2,10,0,4,1,0,0,39,39,1
12984,28,4,105817,Bachelors,13,4,1,3,4,1,0,0,40,39,0
12985,32,6,68879,Bachelors,13,2,4,0,4,1,0,0,50,39,1
12986,53,6,206288,Bachelors,13,2,3,0,1,1,0,0,35,40,0
12987,32,4,187936,10th,6,4,3,1,2,0,0,0,50,39,0
12988,45,4,226081,Assoc-voc,11,2,3,0,4,1,0,0,40,39,1
12989,49,4,414448,7th-8th,4,2,6,0,4,1,0,0,40,0,0
12990,34,2,79190,Bachelors,13,2,10,5,4,0,0,0,50,39,0
12991,39,4,34996,HS-grad,9,2,8,5,4,0,0,0,40,39,0
12992,43,4,318415,Some-college,10,0,7,4,2,0,0,0,40,39,0
12993,45,0,214800,HS-grad,9,2,0,0,4,1,0,0,12,39,0
12994,35,4,148334,Some-college,10,4,1,3,2,1,0,0,40,39,0
12995,41,5,160120,Doctorate,16,2,12,0,1,1,0,0,40,36,1
12996,62,6,285692,Masters,14,3,12,1,4,0,0,0,20,39,0
12997,45,4,461725,HS-grad,9,2,6,0,4,1,0,0,40,39,0
12998,35,4,104329,HS-grad,9,0,7,1,4,0,0,0,40,39,0
12999,34,4,37284,Some-college,10,2,3,0,4,1,0,0,40,39,0
13000,40,4,154374,Prof-school,15,2,10,0,4,1,0,0,60,39,1
13001,17,4,209650,10th,6,4,8,3,4,1,0,0,15,39,0
13002,18,4,227529,HS-grad,9,4,12,3,4,1,0,0,40,39,0
13003,27,4,249382,HS-grad,9,0,8,4,2,0,0,0,40,39,0
13004,20,4,305781,11th,7,4,6,1,4,1,0,0,40,39,0
13005,55,4,147989,Some-college,10,2,3,0,4,1,0,0,58,39,0
13006,57,4,207604,7th-8th,4,6,8,1,4,0,0,0,40,39,0
13007,38,4,367260,Doctorate,16,2,1,0,4,1,0,0,40,39,0
13008,20,4,147523,9th,5,4,6,1,4,0,0,0,40,8,0
13009,52,6,193116,7th-8th,4,2,3,0,4,1,0,0,20,26,0
13010,18,4,50119,10th,6,4,8,1,2,1,0,0,20,39,0
13011,52,4,262579,HS-grad,9,2,6,0,4,1,0,0,45,39,0
13012,42,4,244910,Bachelors,13,2,1,0,4,1,0,0,40,39,1
13013,48,4,120902,Bachelors,13,2,13,0,4,1,0,0,40,39,1
13014,55,4,217241,HS-grad,9,0,4,1,4,0,0,0,40,39,0
13015,18,4,65098,HS-grad,9,4,3,3,4,1,0,0,30,39,0
13016,17,4,364491,11th,7,4,12,3,4,1,0,0,22,39,0
13017,47,4,209739,HS-grad,9,2,6,0,4,1,0,0,40,39,0
13018,29,4,72338,HS-grad,9,4,6,3,1,1,0,0,26,39,0
13019,48,4,215895,Bachelors,13,4,4,3,4,1,0,0,40,39,0
13020,31,4,32289,HS-grad,9,4,13,1,4,0,0,0,40,39,0
13021,54,4,209464,Some-college,10,0,1,4,4,0,0,0,40,39,0
13022,69,4,98170,7th-8th,4,6,8,1,4,0,1086,0,20,39,0
13023,40,4,271665,Some-college,10,2,13,0,4,1,0,0,50,39,0
13024,25,4,124111,HS-grad,9,4,7,3,4,0,0,0,50,39,0
13025,82,6,121944,7th-8th,4,2,4,0,4,1,0,0,40,39,0
13026,48,6,121424,Bachelors,13,5,13,1,4,1,0,0,50,39,0
13027,53,7,33795,HS-grad,9,2,6,0,4,1,0,0,40,39,0
13028,47,4,150429,Some-college,10,2,3,0,0,1,0,0,50,39,1
13029,57,4,124771,HS-grad,9,2,3,0,4,1,0,1740,40,39,0
13030,21,4,204160,Some-college,10,4,12,3,4,0,0,0,13,39,0
13031,52,4,243616,5th-6th,3,5,3,4,2,0,4101,0,40,39,0
13032,45,4,168556,Some-college,10,0,7,1,4,1,0,0,40,39,0
13033,54,4,186224,Masters,14,4,10,1,4,1,0,0,40,39,1
13034,69,6,187332,Prof-school,15,2,10,0,4,1,20051,0,45,39,1
13035,30,4,113433,Some-college,10,4,7,3,2,0,0,0,40,39,0
13036,37,4,268598,7th-8th,4,2,3,0,3,1,0,0,40,39,0
13037,60,5,137733,10th,6,2,4,0,4,1,0,1977,44,39,1
13038,55,4,210318,HS-grad,9,2,5,0,4,1,0,0,40,39,0
13039,46,4,106662,Bachelors,13,5,12,1,4,1,99999,0,55,39,1
13040,21,4,162667,HS-grad,9,2,3,2,4,1,0,0,40,7,0
13041,25,4,187577,Assoc-acdm,12,4,3,1,4,1,0,0,40,39,0
13042,67,4,89495,HS-grad,9,2,12,0,4,1,1797,0,4,39,0
13043,41,2,247082,Masters,14,2,10,0,4,1,0,0,40,39,1
13044,53,4,157059,HS-grad,9,2,1,0,4,1,0,0,50,39,0
13045,26,4,282643,HS-grad,9,4,1,3,4,0,0,0,40,39,0
13046,68,6,69249,HS-grad,9,2,5,0,4,1,0,0,10,39,1
13047,36,4,131766,Assoc-acdm,12,4,4,1,4,0,3325,0,40,39,0
13048,20,4,163665,Assoc-acdm,12,4,1,3,4,0,0,0,15,39,0
13049,20,4,165097,Some-college,10,4,4,2,4,1,0,2001,40,39,0
13050,35,4,194668,Prof-school,15,4,10,1,4,1,99999,0,45,39,1
13051,27,4,116372,Bachelors,13,4,10,1,4,0,0,0,40,39,0
13052,29,4,113635,HS-grad,9,4,3,3,4,1,0,0,40,39,0
13053,28,4,162994,Bachelors,13,2,13,0,4,1,0,0,40,39,0
13054,40,4,266803,Masters,14,2,10,5,4,0,15024,0,50,2,1
13055,20,4,230482,9th,5,4,6,3,4,1,0,0,40,39,0
13056,51,4,299831,Assoc-voc,11,4,10,3,4,0,0,0,40,39,0
13057,30,4,172830,Masters,14,4,1,1,4,0,0,0,40,39,0
13058,50,4,144084,HS-grad,9,5,12,4,4,0,0,0,55,39,0
13059,30,2,295737,HS-grad,9,2,10,0,4,1,0,0,40,39,0
13060,34,4,207685,Bachelors,13,5,10,4,2,0,0,0,39,39,0
13061,55,4,161423,Masters,14,2,10,0,4,1,0,0,52,39,1
13062,53,6,122109,Assoc-acdm,12,0,12,1,4,0,0,0,70,39,0
13063,45,4,215892,Masters,14,4,4,1,4,0,0,2824,50,39,1
13064,45,4,176517,Assoc-acdm,12,0,10,4,4,0,0,0,50,39,0
13065,40,6,220821,7th-8th,4,2,5,0,4,1,0,0,72,39,0
13066,73,2,249043,Masters,14,2,4,0,4,1,0,0,20,5,0
13067,18,4,58949,12th,8,4,8,3,4,0,0,0,20,39,0
13068,33,4,158438,HS-grad,9,2,12,0,4,1,0,0,55,39,1
13069,33,4,154950,Bachelors,13,2,13,0,4,1,0,0,50,39,0
13070,38,4,200445,Some-college,10,2,7,0,4,1,0,0,48,39,1
13071,65,0,224357,Some-college,10,2,0,0,4,1,2290,0,4,39,0
13072,31,1,103651,HS-grad,9,2,1,0,4,1,0,0,45,39,1
13073,24,0,316524,Bachelors,13,4,0,2,4,0,0,0,40,39,0
13074,51,5,200046,Bachelors,13,5,12,4,4,1,0,2824,40,39,1
13075,32,4,193285,Bachelors,13,2,4,0,4,1,0,0,45,39,1
13076,52,4,146015,HS-grad,9,2,3,0,4,1,0,0,40,39,0
13077,41,5,195096,Bachelors,13,2,10,0,4,1,0,0,50,39,0
13078,25,4,221078,HS-grad,9,4,12,1,4,0,0,0,35,39,0
13079,45,2,186375,Assoc-voc,11,2,11,0,4,1,0,0,40,39,0
13080,61,6,44983,HS-grad,9,2,3,0,4,1,0,0,20,39,0
13081,71,4,29770,Some-college,10,6,8,1,4,0,0,0,28,39,0
13082,63,7,266565,HS-grad,9,0,1,1,4,0,0,0,27,39,0
13083,45,7,235431,HS-grad,9,5,12,4,2,0,0,0,40,39,0
13084,57,0,153788,Bachelors,13,2,0,5,4,0,99999,0,45,39,1
13085,47,4,280030,HS-grad,9,2,3,0,4,1,0,0,52,39,0
13086,50,6,158352,Masters,14,0,10,1,4,0,0,0,25,39,0
13087,25,2,109972,Bachelors,13,4,10,3,4,1,0,0,45,39,0
13088,32,4,278940,HS-grad,9,4,7,1,2,0,0,0,40,39,0
13089,40,4,174395,Doctorate,16,2,4,0,4,1,0,0,40,39,1
13090,50,4,141592,10th,6,0,1,4,4,0,0,0,40,39,0
13091,54,4,295525,Some-college,10,0,11,4,4,0,0,0,40,39,0
13092,34,4,121321,HS-grad,9,2,14,0,4,1,0,0,50,39,1
13093,42,4,198955,9th,5,0,7,1,2,0,0,0,46,39,0
13094,27,0,105189,HS-grad,9,4,0,3,4,1,0,0,40,11,0
13095,38,4,186191,HS-grad,9,0,12,1,4,1,0,0,60,39,0
13096,17,4,208967,11th,7,4,12,3,4,0,0,0,24,39,0
13097,47,4,159399,Prof-school,15,2,10,0,4,1,0,0,55,39,1
13098,21,0,169600,Some-college,10,3,0,3,4,0,0,0,35,39,0
13099,25,4,262656,Assoc-acdm,12,4,12,3,4,0,0,0,40,39,0
13100,30,4,284629,HS-grad,9,2,14,0,4,1,0,0,40,39,0
13101,39,4,182189,HS-grad,9,2,3,0,4,1,0,1887,65,39,1
13102,47,1,38819,Bachelors,13,2,11,0,4,1,0,0,45,39,1
13103,57,4,191873,HS-grad,9,2,13,0,4,1,0,0,40,39,0
13104,25,4,125082,HS-grad,9,4,6,3,2,0,0,0,40,39,0
13105,68,4,67791,Masters,14,2,10,0,4,1,0,0,45,39,0
13106,34,7,334744,HS-grad,9,2,7,0,4,1,0,0,65,39,0
13107,35,4,198841,HS-grad,9,2,5,0,4,1,0,0,40,39,0
13108,39,2,218490,Assoc-acdm,12,2,3,0,4,1,0,0,40,39,1
13109,47,4,188386,Assoc-acdm,12,2,3,0,4,1,0,0,40,39,0
13110,47,4,95661,Some-college,10,6,4,1,4,0,0,0,45,11,0
13111,55,6,79011,HS-grad,9,2,5,0,1,1,0,0,70,39,0
13112,72,6,103368,Some-college,10,2,5,0,4,1,0,0,21,39,0
13113,32,4,119176,HS-grad,9,2,1,5,4,0,0,0,44,39,0
13114,28,4,90928,Assoc-voc,11,4,4,1,4,0,0,0,40,39,0
13115,61,5,218009,Prof-school,15,0,10,1,4,1,0,0,35,39,0
13116,44,6,460259,Bachelors,13,2,12,0,4,1,0,0,50,39,1
13117,35,2,405284,Masters,14,2,10,5,4,0,0,0,35,39,1
13118,48,6,26502,Bachelors,13,2,4,0,4,1,0,0,40,39,1
13119,49,1,157569,HS-grad,9,2,1,0,4,1,0,0,46,39,0
13120,32,4,252168,Some-college,10,4,8,1,2,1,0,0,35,39,0
13121,26,1,269353,Assoc-voc,11,4,1,1,3,1,0,0,55,39,0
13122,56,6,52822,Bachelors,13,0,5,1,4,1,0,0,30,39,0
13123,71,0,365996,HS-grad,9,6,0,4,4,0,6612,0,42,39,1
13124,24,7,147548,Masters,14,4,10,1,4,0,0,0,20,39,0
13125,42,2,216411,Assoc-acdm,12,2,1,5,4,0,0,0,35,33,1
13126,37,7,122493,HS-grad,9,2,11,0,4,1,0,0,55,39,1
13127,57,4,41680,Some-college,10,0,13,1,2,0,0,0,40,39,0
13128,48,2,100818,Bachelors,13,5,10,4,4,0,7443,0,45,39,0
13129,39,4,30056,Some-college,10,0,3,4,4,1,0,0,40,39,0
13130,20,5,83141,HS-grad,9,4,3,3,4,1,0,0,40,39,0
13131,46,4,178768,HS-grad,9,0,13,1,4,0,0,0,20,39,0
13132,68,6,376957,5th-6th,3,2,3,0,2,1,0,0,6,39,0
13133,33,4,194740,12th,8,2,14,0,4,1,0,0,40,39,0
13134,35,6,160728,HS-grad,9,2,5,0,4,1,0,0,50,39,0
13135,62,0,198170,Masters,14,2,0,0,4,1,0,0,4,39,0
13136,20,4,200967,HS-grad,9,4,8,3,4,0,0,0,30,39,0
13137,42,7,116493,Bachelors,13,2,11,0,4,1,0,0,52,39,0
13138,64,0,117349,HS-grad,9,2,0,0,4,1,0,0,24,39,0
13139,42,4,188615,Some-college,10,5,10,1,4,1,0,2231,50,2,1
13140,47,4,849067,12th,8,0,6,1,2,1,0,0,40,39,0
13141,40,4,193459,Assoc-acdm,12,5,7,1,4,1,0,0,40,28,0
13142,51,7,177487,HS-grad,9,2,3,0,4,1,0,0,45,39,0
13143,26,4,151971,Some-college,10,4,6,4,4,1,0,0,35,39,0
13144,32,5,169152,Assoc-voc,11,0,4,1,4,0,10520,0,80,12,1
13145,59,4,108929,Doctorate,16,4,10,1,4,1,0,0,50,39,0
13146,36,4,290861,11th,7,3,3,1,2,1,0,0,40,39,0
13147,38,6,168826,Some-college,10,2,3,0,4,1,0,0,35,39,0
13148,45,4,216414,Masters,14,2,13,0,4,1,0,0,50,39,1
13149,38,4,324053,Bachelors,13,2,12,0,4,1,0,0,40,39,1
13150,55,7,197399,Masters,14,2,10,0,4,1,0,0,40,39,0
13151,46,4,138069,Some-college,10,2,3,0,4,1,0,0,40,39,1
13152,59,4,184553,HS-grad,9,2,6,0,4,1,0,0,45,39,0
13153,31,4,328734,Masters,14,4,10,1,4,0,0,0,30,39,0
13154,29,4,336167,HS-grad,9,4,7,4,2,0,0,0,30,39,0
13155,34,4,195748,Assoc-acdm,12,4,1,3,2,0,0,0,38,39,0
13156,53,4,590941,Doctorate,16,4,10,4,4,0,0,1408,40,39,0
13157,43,4,211580,Some-college,10,2,10,0,4,1,0,0,40,39,1
13158,52,0,73117,HS-grad,9,0,0,4,4,0,0,0,38,39,0
13159,45,4,166863,10th,6,2,7,0,4,1,0,0,40,39,0
13160,29,4,141350,HS-grad,9,4,11,1,4,1,0,0,50,39,0
13161,28,4,133937,Bachelors,13,2,1,0,4,1,15024,0,55,39,1
13162,44,4,282192,Assoc-acdm,12,2,10,0,2,1,0,0,60,39,0
13163,32,4,237582,Assoc-voc,11,4,10,1,4,0,0,0,38,39,0
13164,29,4,262758,Assoc-acdm,12,4,8,4,2,1,0,625,60,39,0
13165,48,5,188694,Doctorate,16,2,4,0,4,1,0,0,40,39,1
13166,40,2,104196,12th,8,2,4,0,4,1,0,0,40,39,0
13167,23,4,172232,HS-grad,9,2,14,0,4,1,0,0,50,39,0
13168,29,6,103432,HS-grad,9,4,3,1,4,1,0,0,50,39,0
13169,65,4,183544,9th,5,6,12,1,4,0,0,0,38,39,0
13170,41,4,276289,Bachelors,13,4,10,1,2,1,0,0,60,0,0
13171,58,4,111209,HS-grad,9,2,5,0,4,1,0,0,45,39,0
13172,30,4,176862,Assoc-voc,11,2,10,0,4,1,0,0,40,39,0
13173,55,4,201229,Bachelors,13,0,12,1,4,0,0,0,8,39,0
13174,42,4,186689,HS-grad,9,2,8,5,2,0,0,0,60,39,0
13175,31,4,177675,Bachelors,13,2,12,0,4,1,0,0,40,39,1
13176,38,1,337505,Some-college,10,2,1,0,1,1,0,0,40,30,1
13177,53,4,156148,HS-grad,9,4,14,1,4,1,0,0,40,39,0
13178,50,5,209642,Some-college,10,2,12,0,4,1,99999,0,55,39,1
13179,62,4,159474,HS-grad,9,2,7,0,4,1,0,0,50,39,0
13180,37,4,75073,Some-college,10,4,3,1,2,1,0,0,40,39,0
13181,56,6,121362,Bachelors,13,2,4,5,4,0,15024,0,40,39,1
13182,21,4,321369,10th,6,4,3,3,4,1,0,0,40,39,0
13183,43,0,49665,HS-grad,9,0,0,1,0,1,0,0,45,39,0
13184,44,4,219155,Assoc-acdm,12,2,12,0,4,1,0,0,40,39,1
13185,48,4,329144,Bachelors,13,2,4,0,4,1,0,1977,60,39,1
13186,40,2,161475,HS-grad,9,2,11,5,2,0,0,0,75,39,0
13187,70,5,99554,Bachelors,13,0,12,1,4,0,0,0,40,39,0
13188,40,4,277488,7th-8th,4,2,7,0,4,1,0,0,40,39,0
13189,27,2,286352,Bachelors,13,4,10,1,4,0,0,0,35,39,0
13190,26,4,109457,10th,6,2,3,2,4,1,0,0,48,39,0
13191,33,4,236304,Bachelors,13,2,4,0,2,1,0,0,60,39,1
13192,35,4,399601,HS-grad,9,2,10,0,4,1,0,0,50,39,1
13193,42,7,396758,Some-college,10,0,10,3,4,0,0,0,40,39,0
13194,37,4,21798,HS-grad,9,2,3,0,4,1,0,0,45,39,1
13195,21,0,278130,Some-college,10,4,0,3,4,1,0,0,40,39,0
13196,17,4,192173,9th,5,4,3,2,4,1,0,0,40,39,0
13197,40,4,43546,Some-college,10,0,7,4,4,0,0,0,48,39,0
13198,20,4,87546,Some-college,10,4,12,3,4,0,0,0,40,39,0
13199,69,4,135891,Bachelors,13,2,10,0,4,1,0,0,7,39,1
13200,32,4,312923,5th-6th,3,2,3,0,4,1,0,0,40,26,0
13201,21,4,33432,Some-college,10,4,10,3,4,0,0,0,8,39,0
13202,25,4,270379,HS-grad,9,4,13,2,2,0,0,0,35,39,0
13203,17,4,134829,11th,7,4,8,3,4,1,2176,0,20,39,0
13204,40,1,155106,HS-grad,9,2,1,0,4,1,0,0,55,39,1
13205,19,0,145989,Some-college,10,4,0,3,4,1,0,0,45,39,0
13206,50,2,270221,Some-college,10,0,1,3,4,1,0,0,43,39,1
13207,24,4,123226,Bachelors,13,4,10,1,4,1,0,0,40,39,0
13208,23,4,154641,HS-grad,9,4,6,3,4,1,0,0,40,39,0
13209,73,4,145570,7th-8th,4,2,12,0,4,1,0,0,35,39,1
13210,54,4,229983,Bachelors,13,0,10,1,4,0,0,0,36,39,0
13211,68,6,140892,Masters,14,2,14,0,4,1,0,0,15,39,0
13212,45,2,278303,Assoc-acdm,12,2,4,0,4,1,0,0,40,39,0
13213,66,4,127139,Some-college,10,2,4,0,4,1,0,0,40,39,1
13214,32,6,360689,11th,7,0,3,1,4,1,0,0,50,39,0
13215,24,4,19513,HS-grad,9,4,12,3,0,0,0,0,40,39,0
13216,56,4,50490,HS-grad,9,2,12,0,4,1,0,0,45,39,1
13217,50,6,34067,Some-college,10,2,5,0,4,1,0,0,60,39,1
13218,48,4,359808,HS-grad,9,4,6,1,4,1,0,0,40,39,1
13219,28,4,105422,Some-college,10,4,14,1,4,1,0,0,50,39,0
13220,49,4,28171,HS-grad,9,0,13,1,4,1,4787,0,40,39,1
13221,59,7,49230,HS-grad,9,6,1,1,4,0,0,0,40,39,0
13222,24,4,165107,Assoc-voc,11,2,1,5,4,0,0,0,40,39,0
13223,20,4,112706,11th,7,4,6,3,4,1,0,0,39,39,0
13224,56,4,28297,9th,5,2,3,0,4,1,0,0,40,39,0
13225,53,4,104748,10th,6,2,14,0,4,1,0,0,45,39,0
13226,21,4,129137,HS-grad,9,4,8,2,4,0,1055,0,35,39,0
13227,30,4,298871,Masters,14,2,10,0,1,1,0,1887,45,20,1
13228,30,2,229716,Some-college,10,5,1,4,2,0,0,0,40,39,0
13229,31,5,113752,HS-grad,9,2,4,0,4,1,0,0,40,39,1
13230,32,6,198739,HS-grad,9,2,14,0,4,1,0,0,40,39,0
13231,42,2,277256,Bachelors,13,2,10,0,4,1,0,0,40,39,1
13232,31,4,114937,HS-grad,9,2,3,0,4,1,0,0,40,39,0
13233,57,4,206206,11th,7,2,3,0,4,1,0,0,40,39,1
13234,19,4,197861,12th,8,4,3,3,4,1,0,0,15,39,0
13235,19,4,38925,11th,7,4,8,3,4,1,0,0,40,39,0
13236,26,4,34309,Assoc-voc,11,4,10,1,4,1,0,0,45,39,0
13237,24,4,219122,HS-grad,9,2,12,0,4,1,0,0,20,22,0
13238,41,6,51494,Some-college,10,2,3,0,4,1,0,0,40,39,0
13239,55,4,173422,Some-college,10,2,7,0,4,1,0,0,40,39,0
13240,20,0,116773,Some-college,10,4,0,3,4,1,0,0,40,0,0
13241,33,4,252340,Some-college,10,4,1,1,4,0,0,0,40,39,0
13242,25,4,213799,Assoc-voc,11,2,5,0,4,1,0,0,35,39,0
13243,32,2,110100,Assoc-voc,11,0,10,4,2,0,0,0,40,39,0
13244,53,4,146325,HS-grad,9,0,14,1,4,1,0,0,40,39,0
13245,37,4,383352,Some-college,10,0,1,4,4,0,0,0,38,39,0
13246,33,4,369258,Bachelors,13,4,6,2,4,0,0,0,40,26,0
13247,49,4,239865,HS-grad,9,2,13,0,4,1,0,0,50,39,1
13248,52,4,200783,7th-8th,4,2,7,0,4,1,0,0,60,39,0
13249,40,4,243580,Bachelors,13,2,4,0,4,1,0,0,44,39,1
13250,36,4,132563,Prof-school,15,2,1,5,4,0,0,0,15,39,1
13251,41,6,390369,Prof-school,15,2,10,0,4,1,0,0,58,39,1
13252,25,4,403788,HS-grad,9,4,6,1,2,1,0,0,36,39,0
13253,26,7,68346,Masters,14,4,10,1,4,1,0,0,10,0,0
13254,59,4,136413,Bachelors,13,2,12,0,4,1,0,0,40,39,0
13255,56,1,208791,Bachelors,13,2,4,0,2,1,0,0,50,39,0
13256,21,4,572285,HS-grad,9,4,8,2,4,0,0,0,20,39,0
13257,45,4,90992,HS-grad,9,2,14,0,4,1,0,0,70,39,0
13258,18,4,156056,HS-grad,9,4,6,3,4,1,0,0,12,39,0
13259,20,4,194102,Some-college,10,4,10,2,4,1,0,0,12,39,0
13260,42,4,149102,Assoc-acdm,12,4,4,1,4,1,0,0,45,39,0
13261,41,4,40151,HS-grad,9,2,3,0,4,1,0,0,40,39,1
13262,40,4,356934,HS-grad,9,2,3,0,4,1,0,1902,45,39,1
13263,28,1,72514,Some-college,10,4,1,1,2,0,0,0,72,39,0
13264,47,2,174126,HS-grad,9,6,4,4,4,0,0,0,40,39,0
13265,31,4,324386,11th,7,2,3,0,4,1,0,0,40,39,0
13266,56,4,159544,Masters,14,2,10,0,4,1,0,0,60,39,0
13267,34,4,114691,Doctorate,16,2,10,0,4,1,0,0,50,39,1
